17700,8.1,1.2
17703,8,1.2
17706,8.1,1.2
17709,8,1.2
17712,8.1,1.2
17715,8,1.2
17718,11.8,5
17721,55.4,52.7
17724,73,67.5
17727,27.1,25.4
17730,8.3,1.4
17733,8.2,1.4
17736,8.3,1.4
17739,8.3,1.4
17742,8.2,1.4
17745,8.2,1.3
17748,8.2,1.4
17751,8.2,1.3
17754,8.2,1.3
17757,8.2,1.3
17760,8.2,1.3
17763,8.1,1.3
17766,8.1,1.3
17769,8.1,1.3
17772,8.1,1.3
17775,8.1,1.2
17778,8.2,1.3
17781,8.1,1.3
17784,8.1,1.3
17787,8.1,1.2
17790,8.1,1.2
17793,8.1,1.3
17796,8.1,1.2
17799,8.1,1.2
17802,8,1.2
17805,8.1,1.2
17808,8.1,1.2
17811,8.1,1.2
17814,8,1.2
17817,8,1.2
17820,11.5,4.2
17823,21.4,67.2
17826,73,69.2
17829,27.2,74.8
17832,8.3,1.4
17835,8.3,1.4
17838,8.3,1.4
17841,8.2,1.4
17844,8.2,1.4
17847,8.2,1.4
17850,8.2,1.3
17853,8.2,1.3
17856,8.2,1.4
17859,8.2,1.4
17862,8.2,1.3
17865,8.2,1.3
17868,8.2,1.3
17871,8.1,1.3
17874,8.1,1.3
17877,8.1,1.3
17880,8.1,1.2
17883,8.1,1.2
17886,8.1,1.2
17889,8.1,1.2
17892,8.1,1.3
17895,8.1,1.2
17898,8,1.2
17901,8,1.3
17904,8,1.2
17907,8.1,1.2
17910,8.1,1.3
17913,8,1.2
17916,8.1,1.2
17919,8,1.1
17922,9.1,1.2
17925,15.2,53.6
17928,73.3,68.3
17931,49.2,66.1
17934,8.9,1.4
17937,8.3,1.4
17940,8.3,1.4
17943,8.2,1.4
17946,8.2,1.4
17949,8.2,1.4
17952,8.1,1.3
17955,8.2,1.4
17958,8.2,1.4
17961,8.1,1.3
17964,8.2,1.3
17967,8.2,1.3
17970,8.2,1.3
17973,8.1,1.3
17976,8.1,1.3
17979,8.1,1.3
17982,8.1,1.2
17985,8.1,1.3
17988,8.1,1.3
17991,8.1,1.2
17994,8.1,1.2
17997,8.1,1.2
18000,8.1,1.2
