1,2.6,2.6
2,2.5,2.6
3,2.6,2.6
4,2.7,2.7
5,2.7,2.6
6,2.7,2.6
7,2.6,2.6
8,2.5,2.6
9,2.5,2.6
10,2.6,2.7
11,118.7,60.2
12,133.8,61
13,133.9,61
14,133.7,60.8
15,133.7,60.8
16,133.6,60.8
17,133.7,60.9
18,133.7,60.9
19,133.8,60.8
20,133.7,60.8
21,133.6,60.8
22,133.7,60.8
23,133.7,60.9
24,133.7,60.9
25,79,20.4
26,11.3,11.3
27,11.1,11.2
28,11.1,11.1
29,11.2,11.3
30,11.2,11.2
31,11.3,11.3
32,11.3,11.3
33,11.3,11.2
34,11.2,11.3
35,11.1,11.1
36,11.2,11.2
37,11.3,11.4
38,11.4,11.3
39,11.4,11.3
40,11.3,11.3
41,2.6,2.6
42,2.5,2.6
43,2.6,2.7
44,2.6,2.7
45,2.7,2.6
46,2.7,2.6
47,2.5,2.7
48,2.6,2.6
49,2.6,2.6
