0,1.4,0,7.2,0.9,0.9
3,1.4,0,7.5,0.9,0.9
6,1.3,0,7.4,0.9,0.9
9,1.4,0,7.3,0.9,0.9
12,1.3,0,7.6,0.9,0.9
15,1.3,0,7.3,0.9,0.9
18,1.3,0,7.4,0.9,0.9
21,1.3,0,7.6,0.9,0.9
24,1.3,0,7.2,0.9,0.9
27,1.3,0,7.5,0.9,0.9
30,1.3,0,7.6,0.9,0.9
33,1.3,0,7.3,0.9,0.9
36,1.3,0,7.5,0.9,0.9
39,1.3,0,7.4,0.9,0.9
42,1.2,0,7.3,0.9,0.9
45,1.2,0,7.5,0.9,0.9
48,1.2,0,7.2,0.9,0.9
51,1.2,0,7.5,0.9,0.9
54,1.2,0,7.5,0.9,0.9
57,1.2,0,7.3,0.9,0.9
60,1.2,0,7.5,0.9,0.9
63,1.2,0,7.5,0.9,0.9
66,1.2,0,7.3,0.9,0.9
69,1.1,0,7.6,0.9,0.9
72,1.2,0,7.3,0.9,0.9
75,6.3,0,7.3,0.9,0.9
78,69.3,0,7.5,0.9,0.9
81,66.2,0,7.2,0.9,0.9
84,8.2,0,7.2,0.9,0.9
87,1.4,0,7.5,0.9,0.9
90,1.4,0,7.2,0.9,0.9
93,1.4,0,7.5,0.9,0.9
96,1.4,0,7.6,0.9,0.9
99,1.4,0,7.2,0.9,0.9
102,1.3,0,7.6,0.9,0.9
105,1.3,0,7.5,0.9,0.9
108,1.3,0,7.2,0.9,0.9
111,1.4,0,7.6,0.9,0.9
114,1.4,0,7.2,0.9,0.9
117,1.3,0,7.4,0.9,0.9
120,1.3,0,7.6,0.9,0.9
123,1.3,0,7.2,0.9,0.9
126,1.3,0,7.5,0.9,0.9
129,1.3,0,7.6,0.9,0.9
132,1.3,0,7.2,0.9,0.9
135,1.2,0,7.6,0.9,0.9
138,1.3,0,7.3,0.9,0.9
141,1.3,0,7.3,0.9,0.9
144,1.2,0,7.6,0.9,0.9
147,1.2,0,7.2,0.9,0.9
150,1.2,0,7.5,0.9,0.9
153,1.2,0,7.5,0.9,0.9
156,1.2,0,7.2,0.9,0.9
159,1.2,0,7.5,0.9,0.9
162,1.2,0,7.4,0.9,0.9
165,1.2,0,7.3,0.9,0.9
168,1.2,0,7.6,0.9,0.9
171,1.2,0,7.3,0.9,0.9
174,1.2,0,7.4,0.9,0.9
177,5,0,7.6,0.9,0.9
180,68.5,0,7.2,0.9,0.9
183,65.2,0,7.5,0.9,0.9
186,21.7,0,7.5,0.9,0.9
189,1.4,0,7.3,0.9,0.9
192,1.4,0,7.5,0.9,0.9
195,1.4,0,7.3,0.9,0.9
198,1.4,0,7.2,0.9,0.9
201,1.4,0,7.5,0.9,0.9
204,1.4,0,7.2,0.9,0.9
207,1.3,0,7.2,0.9,0.9
210,1.3,0,7.5,0.9,0.9
213,1.3,0,7.3,0.9,0.9
216,1.3,0,7.5,0.9,0.9
219,1.3,0,7.5,0.9,0.9
222,1.3,0,7.2,0.9,0.9
225,1.3,0,7.5,0.9,0.9
228,1.3,0,7.5,0.9,0.9
231,1.3,0,7.2,0.9,0.9
234,1.3,0,7.6,0.9,0.9
237,1.3,0,7.2,0.9,0.9
240,1.3,0,7.2,0.9,0.9
243,1.2,0,7.6,0.9,0.9
246,1.2,0,7.2,0.9,0.9
249,1.2,0,7.5,0.9,0.9
252,1.2,0,7.6,0.9,0.9
255,1.2,0,7.2,0.9,0.9
258,1.2,0,7.6,0.9,0.9
261,1.2,0,7.5,0.9,0.9
264,1.2,0,7.2,0.9,0.9
267,1.2,0,7.5,0.9,0.9
270,1.2,0,7.3,0.9,0.9
273,1.2,0,7.4,0.9,0.9
276,1.1,0,7.6,0.9,0.9
279,4.4,0,7.2,0.9,0.9
282,69.1,0,7.5,0.9,0.9
285,66.1,0,7.5,0.9,0.9
288,15.2,0,7.2,0.9,0.9
291,15.2,0,7.5,0.9,0.9
294,15.2,0,7.4,0.9,0.9
297,15.2,0,7.2,0.9,0.9
300,15.2,0,7.6,0.9,0.9
303,15.2,0,7.3,0.9,0.9
306,15.2,0,7.5,0.9,0.9
309,15.2,0,7.6,0.9,0.9
312,15.2,0,7.2,0.9,0.9
315,15.2,0,7.5,0.9,0.9
318,15.2,0,7.5,0.9,0.9
321,15.2,0,7.3,0.9,0.9
324,15.2,0,7.6,0.9,0.9
327,15.2,0,7.3,0.9,0.9
330,15.2,0,7.4,0.9,0.9
333,15.2,0,7.5,0.9,0.9
336,15.2,0,7.2,0.9,0.9
339,15.2,0,7.5,0.9,0.9
342,15.2,0,7.5,0.9,0.9
345,15.2,0,7.3,0.9,0.9
348,15.2,0,7.5,0.9,0.9
351,15.2,0,7.4,0.9,0.9
354,15.2,0,7.2,0.9,0.9
357,15.2,0,7.6,0.9,0.9
360,15.2,0,7.3,0.9,0.9
363,15.2,0,7.2,0.9,0.9
366,15.2,0,7.6,0.9,0.9
369,15.2,0,7.2,0.9,0.9
372,15.2,0,7.3,0.9,0.9
375,15.2,0,7.5,0.9,0.9
378,27.7,0,7.3,0.9,0.9
381,178.5,0,7.5,0.9,0.9
384,69,0,7.6,0.9,0.9
387,66,0,7.2,0.9,0.9
390,85.8,0,7.6,0.9,0.9
393,65.9,0,7.4,0.9,0.9
396,68.8,0,7.2,0.9,0.9
399,68.8,0,7.5,0.9,0.9
402,68.8,0,7.3,0.9,0.9
405,196.4,0,7.4,0.9,0.9
408,68.6,0,7.6,0.9,0.9
411,98,0,7.2,0.9,0.9
414,69.1,0,7.5,0.9,0.9
417,69.1,0,7.5,0.9,0.9
420,69.2,0,7.2,0.9,0.9
423,69.2,0,7.5,0.9,0.9
426,69.3,0,7.3,0.9,0.9
429,69.1,0,7.3,0.9,0.9
432,69.4,0,7.5,0.9,0.9
435,69.3,0,7.2,0.9,0.9
438,69.3,0,7.5,0.9,0.9
441,69.3,0,7.6,0.9,0.9
444,69.4,0,7.3,0.9,0.9
447,69.3,0,7.5,0.9,0.9
450,69.4,0,7.4,0.9,0.9
453,69.4,0,7.3,0.9,0.9
456,69.5,0,7.5,0.9,0.9
459,68.7,0,7.3,0.9,0.9
462,66.4,0,7.4,0.9,0.9
465,68.7,0,7.5,0.9,0.9
468,69.4,0,7.2,0.9,0.9
471,68.9,0,7.5,0.9,0.9
474,68.9,0,7.6,0.9,0.9
477,69.3,0,7.2,0.9,0.9
480,69.4,0,7.5,0.9,0.9
483,69.4,0,7.3,0.9,0.9
486,69.3,0,7.2,0.9,0.9
489,69.1,0,7.5,0.9,0.9
492,69.1,0,7.3,0.9,0.9
495,68.9,0,7.5,0.9,0.9
498,69.4,0,7.6,0.9,0.9
501,69.3,0,7.3,0.9,0.9
504,69.4,0,7.5,0.9,0.9
507,69.3,0,7.6,0.9,0.9
510,69.4,0,7.2,0.9,0.9
513,69.3,0,7.6,0.9,0.9
516,69.4,0,7.3,0.9,0.9
519,69.3,0,7.2,0.9,0.9
522,69.3,0,7.5,0.9,0.9
525,69.3,0,7.3,0.9,0.9
528,68.8,0,7.3,0.9,0.9
531,68.7,0,7.6,0.9,0.9
534,69.3,0,7.2,0.9,0.9
537,68.6,0,7.5,0.9,0.9
540,257.9,23.8,7.6,0.9,0.9
543,68,23.8,7.2,0.9,0.9
546,228.4,23.8,7.6,0.9,0.9
549,68,23.8,7.4,0.9,0.9
552,67.9,23.8,7.2,0.9,0.9
555,68.4,23.8,7.6,0.9,0.9
558,68.4,23.8,7.3,0.9,0.9
561,67.9,23.8,7.4,0.9,0.9
564,66.4,23.8,7.6,0.9,0.9
567,67.8,23.9,7.3,0.9,0.9
570,68,23.8,7.5,0.9,0.9
573,67.3,26,7.6,0.9,0.9
576,68,35.5,7.2,0.9,0.9
579,68,35.5,7.5,0.9,0.9
582,68,35.5,7.3,0.9,0.9
585,68,33.4,7.3,0.9,0.9
588,68,33.1,7.6,0.9,0.9
591,67.9,34.4,7.3,0.9,0.9
594,67.9,34.5,7.5,0.9,0.9
597,68.4,34.5,7.6,0.9,0.9
600,68.9,34.5,7.2,0.9,0.9
603,68.4,34.5,7.5,0.9,0.9
606,68.5,34.4,7.4,0.9,0.9
609,68.4,34.5,7.3,0.9,0.9
612,68.4,34.6,7.5,0.9,0.9
615,68.4,34.5,7.3,0.9,0.9
618,68.4,34.5,7.4,0.9,0.9
621,68.4,33.3,7.5,0.9,0.9
624,68.5,33.3,7.2,0.9,0.9
627,68.5,33.1,7.5,0.9,0.9
630,68.3,33.1,7.5,0.9,0.9
633,68.3,33.1,7.2,0.9,0.9
636,68.4,33.2,7.5,0.9,0.9
639,68.5,34.5,7.3,0.9,0.9
642,68.5,33.1,7.2,0.9,0.9
645,68.5,33.9,7.5,0.9,0.9
648,68.5,0.7,7.3,0.9,0.9
651,68.4,0.7,7.2,0.9,0.9
654,68.5,34.3,7.5,0.9,0.9
657,68.5,36.5,7.2,0.9,0.9
660,70.8,191.1,7.6,0.9,0.9
663,65.8,269,7.5,0.9,0.9
666,65.4,228.6,7.2,0.9,0.9
669,67.9,70.6,7.6,0.9,0.9
672,68.4,73.2,7.5,0.9,0.9
675,68.7,70.4,7.2,0.9,0.9
678,67.8,74,7.5,0.9,0.9
681,67.9,70.4,7.2,0.9,0.9
684,67.8,67.9,7.2,0.9,0.9
687,68,67.9,7.6,0.9,0.9
690,68,67.9,7.2,0.9,0.9
693,67.9,68.2,7.5,0.9,0.9
696,67.9,68.1,7.6,0.9,0.9
699,68.1,67.4,7.2,0.9,0.9
702,68.8,68,7.6,0.9,0.9
705,68,67.9,7.5,0.9,0.9
708,67.9,68,7.2,0.9,0.9
711,68,67.7,7.5,0.9,0.9
