20898,73.4,68.8,73.9
20901,73.3,68.8,74.7
20904,74,68.8,74.6
20907,73.5,196.4,74.4
20910,73.5,68.6,74.3
20913,74.3,98,74.8
20916,74.2,69.1,74
20919,74.4,69.1,74.5
20922,73.6,69.2,74.7
20925,70.8,69.2,74.7
20928,73.3,69.3,74.9
20931,73.5,69.1,75.2
20934,73.2,69.4,73.9
20937,74.6,69.3,74.7
20940,73.5,69.3,73.1
20943,73.6,69.3,74.6
20946,73.6,69.4,73.8
20949,74.4,69.3,74.6
20952,74.4,69.4,74.7
20955,74.3,69.4,74.8
20958,74.4,69.5,80.2
20961,74.3,68.7,246.6
20964,73.4,66.4,74.8
20967,73.3,68.7,74.6
20970,73.5,69.4,74.7
20973,74.4,68.9,74.8
20976,74.1,68.9,74.7
20979,74.1,69.3,74.6
20982,74.2,69.4,74
20985,73.7,69.4,74.6
20988,74.5,69.3,74.7
20991,70.6,69.1,74.7
20994,73.5,69.1,70.8
20997,74.3,68.9,73.7
21000,74.3,69.4,73.9
21003,74.3,69.3,74
21006,74.2,69.4,74.7
21009,73.4,69.3,73.6
21012,73.6,69.4,73.9
21015,73.3,69.3,74.7
21018,71.6,69.4,74.6
21021,72.1,69.3,74.8
21024,72.8,69.3,74.8
21027,71.9,69.3,74.9
21030,74.1,68.8,74.3
21033,74.5,68.7,73.2
21036,74.5,69.3,74
21039,73.3,68.6,73.8
21042,73.7,257.9,75.1
21045,73.8,68,74.7
21048,74.2,228.4,51
21051,74,68,9.2
21054,74.3,67.9,8.3
21057,74.2,68.4,8.3
21060,74.2,68.4,8.3
21063,73.8,67.9,8.3
21066,72.8,66.4,8.2
21069,73.1,67.8,8.3
21072,73.1,68,8.3
21075,73.1,67.3,8.2
21078,73.1,68,8.2
21081,73.2,68,8.2
21084,73,68,8.2
21087,72.6,68,8.2
21090,73.3,68,27.4
21093,71.2,67.9,74.2
21096,73.2,67.9,54.1
21099,74.5,68.4,8.4
21102,74,68.9,8.3
21105,74.1,68.4,8.3
21108,74.2,68.5,8.3
21111,74.2,68.4,8.3
21114,74.1,68.4,8.2
21117,74.2,68.4,8.3
21120,74.2,68.4,8.2
21123,74,68.4,8.2
21126,73.2,68.5,8.2
21129,71.8,68.5,8.2
21132,74.4,68.3,8.2
21135,73.7,68.3,8.2
21138,72.4,68.4,8.2
21141,73.6,68.5,8.1
21144,73.7,68.5,8.1
21147,73.6,68.5,8.2
21150,73.1,68.5,8.1
21153,74.2,68.4,8.1
21156,73.5,68.5,8.1
21159,73.5,68.5,8.1
21162,73.1,70.8,8.1
21165,73.7,65.8,8.1
21168,75.6,65.4,8
21171,74.1,67.9,8.1
21174,74.1,68.4,8.1
21177,74.2,68.7,8.1
21180,74.2,67.8,8.1
21183,74.2,67.9,8
21186,74,67.8,8.1
21189,73.8,68,8
21192,74,68,14.1
21195,71.1,67.9,73.4
21198,73.3,67.9,75.6
21201,74.2,68.1,8.4
21204,74.2,68.8,8.3
21207,74.2,68,8.3
21210,74.5,67.9,8.3
21213,74.2,68,8.2
21216,74,68,8.2
21219,74,68.1,8.3
21222,73.9,68.1,8.2
21225,74.2,68.2,8.2
21228,72.8,68.2,8.2
21231,75.2,68.2,8.3
21234,74.1,69,8.2
21237,74.2,69,8.2
21240,71.4,68.1,8.2
21243,74,68.2,8.2
21246,74.6,68.1,8.2
21249,74.5,68.4,8.1
21252,74,68.5,8.2
21255,74.2,68.4,8.1
21258,74.1,68.4,8.1
21261,74.1,68.4,8.1
21264,74.1,68.4,8.1
21267,74.1,69.9,8.1
21270,74.2,69.3,8.1
21273,74,68,8
21276,74.1,68,8
21279,74,69.2,8
21282,74.2,68.1,8
21285,74.2,68.1,8.1
21288,74.9,68,8
21291,73.6,68.2,8
21294,73.6,68.2,16.9
21297,70.6,68.2,73.3
21300,74.2,69.2,70
21303,73.7,68.2,8.5
21306,73.3,68.7,8.3
21309,74.1,68.1,8.3
21312,74.1,68,8.3
21315,73.3,68.7,8.3
21318,73.3,68.7,8.3
21321,72.5,68.7,8.2
21324,178.5,68.6,8.3
21327,71.9,68.6,8.2
21330,71.7,68.8,8.2
21333,71.7,69.4,8.2
21336,73.1,68.5,8.1
21339,71.9,68.4,8.1
21342,71.7,69.2,8.1
21345,71.6,189.5,8.1
21348,71.7,69.3,8.2
21351,194.8,134,8.2
21354,74.6,106.4,8.1
21357,74.7,224,8.1
21360,74.7,66,8.1
21363,74.7,69.2,8.1
21366,74.6,69.2,8.1
21369,74.6,69.2,8.1
21372,74.6,69.4,8.1
21375,74.5,68.1,8.1
21378,74.6,68.7,8.1
21381,74.5,65.9,8
21384,74.6,68.2,8.1
21387,74.6,68.2,8.1
21390,74.6,68.2,8
21393,74.7,68.3,8
21396,74.6,68.2,17
21399,73.1,68.2,73.3
21402,73.8,66.7,70.2
21405,73.8,68.2,15
21408,74.5,68.3,8.3
21411,74.6,68.2,8.2
21414,74.7,68.2,8.3
21417,74.7,68.2,8.2
21420,74.5,68.2,8.2
21423,74.6,68.2,8.2
21426,74.6,68.2,8.2
21429,74.7,68.2,8.2
21432,71.7,68.2,8.2
21435,73.4,68.2,8.2
21438,74.6,68.3,8.2
21441,78.1,68.2,8.2
21444,75,68.2,8.2
21447,74.7,68.2,8.2
21450,73.9,68.7,8.1
21453,74.1,68.8,8.1
21456,73.8,68.7,8.2
21459,74.7,68.7,8.1
21462,74.7,68.7,8.1
21465,74.8,71.8,8.1
21468,74.7,67.9,8.1
21471,74.7,65.4,8.1
21474,70.4,68.2,8.1
21477,70.3,67.9,8.1
21480,70.4,67.8,8.1
21483,189.3,65.4,8
21486,70.6,67.7,8
21489,72.2,67.9,8
21492,70.4,67.9,8
21495,70.3,68,8
21498,73.2,68.1,12.8
21501,73.3,68.1,74.2
21504,73.2,68.1,70.7
21507,73.2,68.3,28.1
21510,73.3,68,8.3
21513,73.3,155.3,8.3
21516,73.2,68.2,8.3
21519,73.5,68.2,8.2
21522,73.5,67.9,8.2
21525,73.5,68,8.2
21528,73.5,68,8.2
21531,73.5,68.1,8.3
21534,70.4,68,8.2
21537,70.3,68.3,8.2
21540,73.3,68.4,8.2
21543,73.3,68.1,8.1
21546,70.4,68.3,8.1
21549,73.3,68.2,8.1
21552,73.4,68.7,8.1
21555,73.5,68.5,8.1
21558,73.4,68.8,8.1
21561,73.3,68.5,8.2
21564,73.5,68.5,8.1
21567,73.6,68.5,8.1
21570,73.4,68.6,8.1
21573,73.5,67.7,8.1
21576,73.7,67.9,8.1
21579,73.7,67.8,8.1
21582,73.8,67.9,8
21585,73.7,67.8,8
21588,73.3,67.9,8.1
21591,73.7,68,8.1
21594,74.4,68,8.1
21597,74.4,68,8
21600,73.6,68.1,11.4
21603,74.2,68,74
21606,75.6,69,70.3
21609,74.2,68.1,27.2
21612,74.1,68,8.3
21615,74.1,68,8.3
21618,73.3,68.6,8.2
21621,73.6,69.2,8.2
21624,77.8,68.4,8.2
21627,134,69.2,8.3
21630,79.4,69.2,8.2
21633,191,69.2,8.3
21636,71.7,69.3,8.2
21639,71.5,69.2,8.2
21642,71.4,69.1,8.1
21645,81.9,69.7,8.2
21648,71.5,72.6,8.2
21651,71.4,108.1,8.1
21654,71.6,99.4,8.1
21657,73.8,69.1,8.2
21660,73.8,163.9,8.1
21663,73.9,69.2,8
21666,74,69,8.1
21669,74.2,69.2,8.1
21672,74,69,8
21675,73.9,69.1,8.1
21678,74,68,8.1
21681,73.9,68.8,8
21684,74,68.3,8.1
21687,74.8,68.3,8.1
21690,74.8,68,8.1
21693,74.8,68.2,8
21696,74.8,68.2,8
21699,74.8,68.2,8.1
21702,74.8,68.3,11.3
21705,74.7,68.2,68
21708,73.8,69.5,70.8
21711,73.9,68.2,27.4
21714,74,68.1,8.3
21717,73.9,68.3,8.3
21720,74,68.3,8.3
21723,74.2,68.2,8.2
21726,74.1,68.2,8.3
21729,74.1,68.2,8.3
21732,74.1,68.2,8.3
21735,74.1,68.2,8.2
21738,71.5,68.2,8.3
21741,73.9,68.3,8.2
21744,71.8,68.2,8.2
21747,74.4,68.3,8.2
21750,74.7,68.3,8.2
21753,73.5,68.3,8.2
21756,74.5,68.7,8.1
21759,74.3,68.8,8.1
21762,74,68.7,8.1
21765,73.5,68.7,8.1
21768,74.3,71.6,8.1
21771,74.3,67.8,8.1
21774,74.4,67.8,8.1
21777,208.7,65.3,8.1
21780,73.9,67.8,8
21783,73.8,65.4,8.1
21786,73.8,67.8,8.1
21789,73.9,65.6,8.1
21792,73.9,66.5,8.1
21795,73.8,67.7,8.1
21798,73.8,67.9,8
21801,73.8,186.6,8
21804,74,68.1,8.4
21807,73.9,68.1,57.1
21810,73.8,68.4,74.2
21813,74.1,68.1,71.6
21816,73.8,68.2,8.3
21819,73.8,68.1,8.3
21822,73.9,68.1,8.2
21825,73.9,68.1,8.3
21828,74,68.1,8.2
21831,73.9,68.2,8.3
21834,73.9,68.1,8.2
21837,73.9,68.1,8.2
21840,72.8,68.1,8.2
21843,73.8,68.1,8.2
21846,73.8,68.1,8.2
21849,73.8,68.1,8.2
21852,73.6,68.1,8.2
21855,73.8,68.1,8.1
21858,73.8,68.1,8.2
21861,73.8,68.1,8.2
21864,73.8,68.1,8.2
21867,73.8,68.2,8.1
21870,73.9,68.1,8.1
21873,73.8,68.2,8.1
21876,73.8,68.1,8.1
21879,73.8,69,8.1
21882,73.8,68.1,8.1
21885,73.7,69.9,8
21888,73.7,68.2,8
21891,73.8,68.3,8.1
21894,73.8,70.2,8.1
21897,74.6,68.2,8.1
21900,74.2,68.2,8.1
21903,74.4,68.2,8
21906,73.9,68.2,8.1
21909,74,68.3,23.3
21912,74.6,68.6,73.4
21915,74.1,68.2,73.1
21918,71.1,68.4,28.6
21921,74.3,68.2,8.4
21924,74.8,68.7,8.3
21927,76.8,68.7,8.3
21930,74,68.7,8.2
21933,73.4,68.7,8.3
21936,73.4,68.8,8.2
21939,73.3,68.7,8.2
21942,73.5,68.7,8.2
21945,73.4,68.6,8.3
21948,74.2,68.7,8.2
21951,73.2,72.7,8.2
21954,73.5,68.6,8.1
21957,73.7,68.2,8.1
21960,73.5,68.4,8.1
21963,73.4,68.5,8.1
21966,73.3,68.8,8.2
21969,73.4,69.3,8.1
21972,73.8,68.4,8.1
21975,73.4,68.5,8.1
21978,73.4,68.9,8.1
21981,73.4,68.8,8.1
21984,73.4,68.1,8.1
21987,73.4,66.9,8.1
21990,73.4,68.2,8.1
21993,73.4,68.4,8
21996,73.4,66.8,8
21999,73.4,68.5,8.1
22002,73.7,68.7,8.1
22005,73.4,68.2,8.1
22008,73.4,68.2,8.1
22011,73.4,68.9,14
22014,73.5,68.9,73.5
22017,73.2,68.7,70.7
22020,73.3,68.7,8.5
22023,73.5,68.5,8.3
22026,73.1,68.9,8.3
22029,73.8,68,8.2
22032,73.8,68.8,8.2
22035,73.3,69.5,8.3
22038,73.4,68.8,8.2
22041,73.1,68.2,8.2
22044,73.4,68.7,8.2
22047,73.7,68.1,8.2
22050,71.3,68.2,8.2
22053,74.8,68.8,8.2
22056,74.3,68.2,8.2
22059,74.7,68.3,8.2
22062,74.2,68.3,8.2
22065,73.8,68.2,8.2
22068,73.8,68.3,8.1
22071,74.4,68.3,8.1
22074,74.3,69.2,8.1
22077,74.4,69.2,8.1
22080,166.1,69.1,8.1
22083,74,69.2,8.1
22086,73.5,71.3,8.1
22089,73.5,69.3,8.1
22092,73.2,69.8,8.1
22095,73.2,69.6,8
22098,73.6,69.6,8.1
22101,73.3,68.6,8.1
22104,74,184.1,8.1
22107,73.3,67.9,8.1
22110,73.5,67.9,8
22113,73.3,67.9,18.6
22116,73.3,68.6,74.6
22119,74.2,68.1,57.9
22122,73.4,68,9.5
22125,73.2,68.1,8.3
22128,72.9,67.9,8.3
22131,74.4,68,8.3
22134,74.5,68,8.2
22137,73.1,68,8.3
22140,73.4,68,8.2
22143,73.6,68.1,8.2
22146,74,68,8.2
22149,74.3,68.1,8.2
22152,74.1,68,8.2
22155,73.9,68.1,8.1
22158,73.8,68.5,8.2
22161,71.8,68.5,8.1
22164,73.4,68.4,8.1
22167,73.6,68.1,8.1
22170,73.1,68.1,8.2
22173,73.4,68.1,8.1
22176,74.5,68.4,8.1
22179,74.1,68.4,8.1
22182,73.3,68.5,8.1
22185,73.2,68.6,8
22188,73.3,68.9,8.1
22191,73.2,68.8,8.1
22194,73.3,69,8.1
22197,73.4,68.7,8
22200,73.8,66.2,8.1
22203,73.9,68.7,8.1
22206,73.7,68,8.1
22209,75.4,68,8
22212,74.4,68,8.1
22215,74.6,68,12.9
22218,74.3,68.4,73
22221,74,68.6,74
22224,74.3,71.1,70
22227,74.4,67.8,8.9
22230,74.4,68.4,8.3
22233,79.6,68.3,8.3
22236,74.1,68.3,8.3
22239,70.9,68.3,8.3
22242,74.1,68.4,8.3
22245,73.7,68.3,8.2
22248,73.7,68.3,8.2
22251,70.8,68.3,8.2
22254,73.6,72.9,8.2
22257,73.7,68.9,8.2
22260,73.4,68.6,8.1
22263,70.6,68.9,8.2
22266,73.1,68.9,8.2
22269,73.4,68.7,8.1
22272,73.4,69.3,8.2
22275,73.5,69.3,8.1
22278,74.2,69.3,8.1
22281,73.9,69.3,8.1
22284,73.5,69.3,8.1
22287,73.3,69.3,8.1
22290,73.4,69.1,8.1
22293,73.7,68.6,8.1
22296,73.5,68.9,8.1
22299,73.7,69.5,8.1
22302,73.8,68.8,8.1
22305,73.6,69.3,8.1
22308,73.8,68.8,8
22311,73.9,68.9,8.1
22314,74,68.8,8
22317,74,68.9,11.9
22320,74,71,73.3
22323,74.2,69.4,70.1
22326,73.4,69.3,26.9
22329,73.3,69.4,8.3
22332,73.4,69.3,8.3
22335,73.4,69.3,8.2
22338,74,69.3,8.3
22341,73.4,69.3,8.2
22344,73.4,69.3,8.2
22347,73.4,69.6,8.2
22350,73.8,69.2,8.2
22353,78.2,69.3,8.2
22356,74.9,69.6,8.2
22359,74.2,69.3,8.1
22362,74.2,69.4,8.2
22365,71.1,69.5,8.1
22368,73.7,69.7,8.1
22371,74.9,69.4,8.2
22374,75.1,69.3,8.1
22377,73.8,69.3,8.2
22380,74.4,69.2,8.1
22383,73.6,69.3,8.1
22386,73.5,69.3,8.1
22389,73,68.9,8.1
22392,73.5,69.9,8.1
22395,73.2,69.8,8.1
22398,73.5,66.3,8.1
22401,79,69.6,8.1
22404,74.3,70.3,8.1
22407,73.6,288.5,8.1
22410,74.7,69.2,8
22413,73.6,69.2,8
22416,74.9,69.2,8.1
22419,74.8,69.2,11.6
22422,74.6,69.2,71.1
22425,73.2,68.4,74.1
22428,73.5,68.9,17.7
22431,74.1,69.2,8.3
22434,73.2,69.2,8.3
22437,73.4,69.2,8.2
22440,74,69.2,8.3
22443,75.6,69.2,8.2
22446,74.9,69.2,8.2
22449,74.2,69.3,8.2
22452,73.4,69.2,8.2
22455,72.4,68.7,8.2
22458,73.8,69.2,8.2
22461,73.7,69.3,8.2
22464,74,69.2,8.2
22467,72.5,69.3,8.2
22470,73.4,69.5,8.1
22473,73.1,70.1,8.1
22476,74.9,69.3,8.2
22479,74.1,69.2,8.2
22482,74,69.2,8.1
22485,73.6,69.2,8.2
22488,73.5,69.2,8.1
22491,73.5,69.3,8.1
22494,73.5,68.5,8.1
22497,73.5,68,8.1
22500,74.4,68.8,8.1
22503,73.7,68.1,8.2
22506,74.7,68.9,8
22509,74.2,68.4,8.1
22512,74.1,69,8.1
22515,73.8,69.2,8
22518,74.1,69.2,8
22521,74.2,69.2,9.4
22524,74,68.5,58.7
22527,74.3,71.3,70.5
22530,74.9,68,27.6
22533,74.9,68.1,8.3
22536,76.5,68.3,8.3
22539,139.2,68.7,8.3
22542,78.8,68.7,8.3
22545,73.8,68.6,8.2
22548,73.9,68.6,8.2
22551,74,68.6,8.2
22554,74.2,68.6,8.3
22557,73.7,68.7,8.2
22560,74.9,68.8,8.2
22563,73.4,68.8,8.2
22566,94.7,69,8.2
22569,73.4,175.9,8.2
22572,74.2,69.1,8.1
22575,73.8,69,8.1
22578,74,69.3,8.1
22581,73.8,69.4,8.2
22584,73.8,68.8,8.1
22587,74.3,68.8,8.1
22590,73.7,68.7,8.1
22593,73.5,68.8,8
22596,74,68.4,8.1
22599,74,69.3,8.1
22602,73.7,69,8
22605,73.8,68.9,8.1
22608,73.7,68.8,8.1
22611,73.7,68.6,8.1
22614,73.6,68.7,8
22617,73.6,68.7,8
22620,73.9,68.6,8
22623,73.5,68.7,9.4
22626,73.8,68.7,58.7
22629,73.5,68.8,70.5
22632,73.4,68.9,27.6
22635,73.4,69,8.3
22638,73.5,68.5,8.3
22641,73.7,68.9,8.3
22644,74,68.7,8.3
22647,74.4,69.8,8.2
22650,73.7,68.7,8.2
22653,74,68.9,8.2
22656,75.1,68.8,8.3
22659,70.2,68.9,8.2
22662,69.5,68.8,8.2
22665,69.5,68.9,8.2
22668,69.3,68.8,8.2
22671,69.3,68.5,8.2
22674,69.4,68.7,8.1
22677,69.3,68.8,8.1
22680,69.3,69.6,8.1
22683,69.2,68.3,8.2
22686,74.9,68.3,8.1
22689,94,68.7,8.1
22692,73.3,68.7,8.1
22695,73.3,68.7,8
22698,73.4,69.2,8.1
22701,73.8,69,8.1
22704,73.8,69.3,8
22707,74.1,65.6,8.1
22710,74.1,71.5,8.1
22713,73.6,69.1,8.1
22716,74,68.6,8
22719,73.9,68.3,8
22722,73.8,68.4,8
22725,73.9,68.7,9.4
22728,73.9,68.5,58.7
22731,73.8,68.8,70.5
22734,73.9,68.6,27.6
22737,73.9,69,8.3
22740,74,68.3,8.3
22743,74,68.4,8.3
22746,74.2,67.2,8.3
22749,74.3,68.6,8.2
22752,73.3,68.6,8.2
22755,73.3,69.1,8.2
22758,74.1,68.8,8.3
22761,73.4,68.9,8.2
22764,73.6,68.9,8.2
22767,73.3,68.4,8.2
22770,73.5,67.4,8.2
22773,73.6,65.3,8.2
22776,73.5,68.4,8.1
22779,73.3,68.3,8.1
22782,73.9,68.8,8.1
22785,73.6,68.5,8.2
22788,74,69,8.1
22791,74.7,68.7,8.1
22794,74.1,68.7,8.1
22797,73.8,68.6,8
22800,74,68.4,8.1
22803,73.7,68.1,8.1
22806,73.6,68.6,8
22809,74.4,69.1,8.1
22812,73.7,69.3,8.1
22815,74.8,68.4,8.1
22818,74.1,69,8
22821,73.9,68.6,8
22824,73.5,68.5,8
22827,74.5,65.7,9.4
22830,73.7,68.4,58.7
22833,74,68.1,70.5
22836,74.9,68,27.6
22839,74.4,68.2,8.3
22842,73.8,68.6,8.3
22845,73.8,68.7,8.3
22848,73.8,68.7,8.3
22851,73.7,68.6,8.2
22854,73.8,68.4,8.2
22857,73.8,68.3,8.2
22860,73.8,68.6,8.3
22863,73.7,220.1,8.2
22866,73.8,69.4,8.2
22869,73.8,69.3,8.2
22872,73.9,69.4,8.2
22875,74,69.4,8.2
22878,73.8,69.1,8.1
22881,73.9,69.2,8.1
22884,73.9,69.3,8.1
22887,73.9,69.3,8.2
22890,73.9,69.3,8.1
22893,73.9,69.4,8.1
22896,73.9,69.3,8.1
22899,73.8,69.3,8
22902,74.7,69.3,8.1
22905,74.7,68.8,8.1
22908,74.6,68.8,8
22911,74.7,69.3,8.1
22914,74.7,69.3,8.1
22917,74.8,68.8,8.1
22920,74.7,69.4,8
22923,74.7,69.3,8
22926,74.7,68.6,8
22929,74.6,69,9.4
22932,74.6,68.7,58.7
22935,74.6,68.7,70.5
22938,74.6,68.7,27.6
22941,74.6,69.3,8.3
22944,74.6,68.8,8.3
22947,74.6,68.8,8.3
22950,74.6,69,8.3
22953,74.6,68.9,8.2
22956,74.6,68.9,8.2
22959,74.6,68.8,8.2
22962,74.5,68.7,8.3
22965,74.3,68.5,8.2
22968,75.2,69.4,8.2
22971,71.7,69.2,8.2
22974,74.5,69.2,8.2
22977,74.2,69.3,8.2
22980,72,69.3,8.1
22983,74,71.3,8.1
22986,74.2,68.7,8.1
22989,74.2,67.9,8.2
22992,81.1,68.7,8.1
22995,195,68.7,8.1
22998,270.4,68.7,8.1
23001,74.2,68.6,8
23004,156.5,68.6,8.1
23007,74.8,68.4,8.1
23010,74.7,69.6,8
23013,74.7,68.8,8.1
23016,74.9,355.2,8.1
23019,74.7,68.8,8.1
23022,74.8,68.1,8
23025,74.4,68.7,8
23028,74.2,68.8,8
23031,74.2,68.8,9.4
23034,74.2,68.3,58.7
23037,74.4,68.5,70.5
23040,73.8,68.8,27.6
23043,74.6,68,8.3
23046,74.3,68.2,8.3
23049,75,68.5,8.3
23052,74,68.3,8.3
23055,74.2,68.4,8.2
23058,74.4,68.1,8.2
23061,74.6,68.7,8.2
23064,74.5,68.7,8.3
23067,74.8,68.7,8.2
23070,74.5,68.7,8.2
23073,74.6,68.7,8.2
23076,74.8,68.1,8.2
23079,75,68.5,8.2
23082,71.8,68.7,8.1
23085,243.7,68.6,8.1
23088,17.7,68.4,8.1
23091,8.4,68,8.2
23094,8.3,68.7,8.1
23097,8.3,68.5,8.1
23100,8.3,68.5,8.1
23103,8.3,22.2,8
23106,8.3,1.4,8.1
23109,8.2,1.5,8.1
23112,8.2,1.5,8
23115,8.3,1.5,8.1
23118,8.2,1.4,8.1
23121,8.2,1.5,8.1
23124,8.2,1.4,8
23127,8.2,1.3,8
23130,8.2,1.3,8
23133,8.2,1.3,9.4
23136,13.4,6.3,58.7
23139,74.5,69.1,70.5
23142,28.4,69,27.6
23145,8.5,1.6,8.3
23148,8.4,1.4,8.3
23151,8.3,1.5,8.3
23154,8.3,1.5,8.3
23157,8.3,1.4,8.2
23160,8.3,1.4,8.2
23163,8.3,1.4,8.2
23166,8.3,1.4,8.3
23169,8.3,1.4,8.2
23172,8.2,1.4,8.2
23175,8.2,1.3,8.2
23178,8.2,1.4,8.2
23181,8.2,1.3,8.2
23184,8.1,1.4,8.1
23187,8.2,1.3,8.1
23190,8.2,1.3,8.1
23193,8.2,1.2,8.2
23196,8.2,1.3,8.1
23199,8.1,1.3,8.1
23202,8.1,1.3,8.1
23205,8.1,1.3,8
23208,8.1,1.3,8.1
23211,8.1,1.3,8.1
23214,8.1,1.3,8
23217,8.1,1.2,8.1
23220,8.1,1.2,8.1
23223,8.1,1.2,8.1
23226,8.1,1.2,8
23229,8,1.2,8
23232,8.1,1.3,8
23235,10.3,1.2,9.4
23238,13.9,6.3,58.7
23241,73.7,68.8,70.5
23244,30.3,69.2,27.6
23247,8.5,16,8.3
23250,8.3,1.4,8.3
23253,8.3,1.5,8.3
23256,8.3,1.5,8.3
23259,8.3,1.4,8.2
23262,8.3,1.4,8.2
23265,8.3,1.4,8.2
23268,8.2,1.3,8.3
23271,8.3,1.3,8.2
23274,8.2,1.3,8.2
23277,8.2,1.4,8.2
23280,8.2,1.3,8.2
23283,8.2,1.3,8.2
23286,8.2,1.3,8.1
23289,8.1,1.3,8.1
23292,8.1,1.3,8.1
23295,8.1,1.3,8.2
23298,8.1,1.3,8.1
23301,8.1,1.3,8.1
23304,8.1,1.3,8.1
23307,8.1,1.3,8
23310,8.1,1.3,8.1
23313,8.1,1.2,8.1
23316,8.1,1.2,8
23319,8.1,1.2,8.1
23322,8.1,1.3,8.1
23325,8,1.2,8.1
23328,8,1.2,8
23331,8.1,1.2,8
23334,8.1,1.2,8
23337,8,1.2,9.4
23340,18.6,4.7,58.7
23343,74.2,68.8,70.5
23346,77.4,68.6,27.6
23349,24.1,68.5,8.3
23352,8.4,68.1,8.3
23355,8.3,65.2,8.3
23358,8.3,1.6,8.3
23361,8.2,1.5,8.2
23364,8.3,1.4,8.2
23367,8.2,1.4,8.2
23370,8.3,1.4,8.3
23373,8.3,1.4,8.2
23376,8.2,1.4,8.2
23379,8.3,1.4,8.2
23382,8.2,1.4,8.2
23385,8.2,1.4,8.2
23388,8.1,1.3,8.1
23391,8.2,1.3,8.1
23394,8.2,1.3,8.1
23397,8.1,1.3,8.2
