3,0.00
6,0.00
9,0.00
12,0.00
15,0.00
18,0.00
21,0.00
24,0.00
27,0.00
30,0.00
33,0.00
36,0.00
39,0.00
42,0.00
45,0.00
48,0.00
51,0.00
54,0.00
57,0.00
60,0.00
63,0.00
66,0.00
69,0.00
72,0.00
75,0.00
78,0.00
81,0.00
84,0.00
87,0.00
90,0.00
93,0.00
96,0.00
99,0.00
102,0.00
105,0.00
108,0.00
111,0.00
114,0.00
117,0.00
120,0.00
123,0.00
126,0.00
129,0.00
132,0.00
135,0.00
138,0.00
141,0.00
144,0.00
147,0.00
150,0.00
153,0.00
156,0.00
159,0.00
162,0.00
165,0.00
168,0.00
171,0.00
174,0.00
177,0.00
180,0.00
183,0.00
186,0.00
189,0.00
192,0.00
195,0.00
198,0.00
201,0.00
204,0.00
207,0.00
210,0.00
213,0.00
216,0.00
219,0.00
222,0.00
225,0.00
228,0.00
231,0.00
234,0.00
237,0.00
240,0.00
243,0.00
246,0.00
249,0.00
252,0.00
255,0.00
258,0.00
261,0.00
264,0.00
267,0.00
270,0.00
273,0.00
276,0.00
279,0.00
282,0.00
285,0.00
288,0.00
291,0.00
294,0.00
297,0.00
300,0.00
303,0.00
306,0.00
309,0.00
312,0.00
315,0.00
318,0.00
321,0.00
324,0.00
327,0.00
330,0.00
333,0.00
336,0.00
339,0.00
342,0.00
345,0.00
348,0.00
351,0.00
354,0.00
357,0.00
360,0.00
363,0.00
366,0.00
369,0.00
372,0.00
375,0.00
378,0.00
381,0.00
384,0.00
387,0.00
390,0.00
393,0.00
396,0.00
399,0.00
402,0.00
405,0.00
408,0.00
411,0.00
414,0.00
417,0.00
420,0.00
423,0.00
426,0.00
429,0.00
432,0.00
435,0.00
438,0.00
441,0.00
444,0.00
447,0.00
450,0.00
453,0.00
456,0.00
459,0.00
462,0.00
465,0.00
468,0.00
471,0.00
474,0.00
477,0.00
480,0.00
483,0.00
486,0.00
489,0.00
492,0.00
495,0.00
498,0.00
501,0.00
504,0.00
507,0.00
510,0.00
513,0.00
516,0.00
519,0.00
522,0.00
525,0.00
528,0.00
531,0.00
534,0.00
537,0.00
540,0.00
543,0.00
546,0.00
549,0.00
552,0.00
555,0.00
558,0.00
561,0.00
564,0.00
567,0.00
570,0.00
573,0.00
576,0.00
579,0.00
582,0.00
585,0.00
588,0.00
591,0.00
594,0.00
597,0.00
600,0.00
603,0.00
606,0.00
609,0.00
612,0.00
615,0.00
618,0.00
621,0.00
624,0.00
627,0.00
630,0.00
633,0.00
636,0.00
639,0.00
642,0.00
645,0.00
648,0.00
651,0.00
654,0.00
657,0.00
660,0.00
663,0.00
666,0.00
669,0.00
672,0.00
675,0.00
678,0.00
681,0.00
684,0.00
687,0.00
690,0.00
693,0.00
696,0.00
699,0.00
702,0.00
705,0.00
708,0.00
711,0.00
714,0.00
717,0.00
720,0.00
723,0.00
726,0.00
729,0.00
732,0.00
735,0.00
738,0.00
741,0.00
744,0.00
747,0.00
750,0.00
753,0.00
756,0.00
759,0.00
762,0.00
765,0.00
768,0.00
771,0.00
774,0.00
777,23.80
780,23.80
783,23.80
786,23.80
789,23.80
792,23.80
795,23.80
798,23.80
801,23.80
804,23.80
807,23.80
810,25.90
813,35.50
816,35.60
819,35.40
822,33.50
825,33.20
828,34.50
831,34.40
834,34.50
837,34.40
840,34.50
843,34.40
846,34.40
849,34.40
852,34.40
855,34.50
858,33.30
861,33.30
864,33.20
867,33.00
870,33.10
873,33.20
876,34.20
879,33.20
882,34.00
885,2.90
888,2.90
891,37.00
894,35.80
897,272.90
900,214.80
903,206.40
906,73.10
909,71.40
912,71.40
915,71.10
918,68.50
921,68.80
924,68.70
927,68.80
930,68.60
933,66.50
936,66.50
939,68.70
942,68.20
945,66.50
948,73.90
951,68.60
954,68.40
957,69.20
960,69.30
963,69.20
966,69.20
969,69.30
972,69.20
975,68.60
978,68.50
981,68.60
984,69.00
987,69.20
990,69.30
993,69.40
996,69.20
999,69.10
1002,69.20
1005,69.30
1008,68.60
1011,69.40
1014,69.20
1017,69.20
1020,68.50
1023,69.30
1026,69.40
1029,69.20
1032,69.20
1035,69.20
1038,69.60
1041,68.60
1044,68.60
1047,69.50
1050,68.50
1053,68.50
1056,68.50
1059,69.20
1062,69.20
1065,69.30
1068,353.50
1071,68.00
1074,68.50
1077,68.70
1080,67.80
1083,68.10
